timestamp,temp_nozzle,temp_target_nozzle,temp_delta_nozzle,pwm_nozzle,temp_bed,temp_target_bed,temp_delta_bed,pwm_bed,X,Y,Z,E,speed_factor,filename
2025-05-29 13:30:05,199.99,200.0,-0.009999999999990905,69,60.01,60.0,0.00999999999999801,28,133.54,100.73,0.6,1222.8,200.0,zd2c72~1
2025-05-29 13:30:10,200.0,200.0,0.0,69,60.01,60.0,0.00999999999999801,26,,,,,200.0,zd2c72~1
2025-05-29 13:30:13,200.02,200.0,0.020000000000010232,68,59.99,60.0,-0.00999999999999801,32,133.54,97.34,0.6,1233.29,200.0,zd2c72~1
2025-05-29 13:30:20,199.99,200.0,-0.009999999999990905,69,59.99,60.0,-0.00999999999999801,34,133.54,93.94,0.6,1242.83,200.0,zd2c72~1
2025-05-29 13:30:26,200.01,200.0,0.009999999999990905,68,60.01,60.0,0.00999999999999801,28,133.54,90.55,0.6,1251.41,200.0,zd2c72~1
2025-05-29 13:30:30,200.03,200.0,0.030000000000001137,68,60.01,60.0,0.00999999999999801,27,133.54,88.29,0.6,1256.6,200.0,zd2c72~1
2025-05-29 13:30:36,199.99,200.0,-0.009999999999990905,69,60.0,60.0,0.0,31,,,,,200.0,zd2c72~1
2025-05-29 13:30:38,199.99,200.0,-0.009999999999990905,69,60.0,60.0,0.0,31,133.54,83.76,0.6,1265.7,200.0,zd2c72~1
2025-05-29 13:30:42,199.99,200.0,-0.009999999999990905,69,60.01,60.0,0.00999999999999801,27,133.54,80.36,0.6,1271.41,200.0,zd2c72~1
2025-05-29 13:30:47,200.03,200.0,0.030000000000001137,68,60.0,60.0,0.0,30,133.54,76.97,0.6,1276.15,200.0,zd2c72~1
2025-05-29 13:30:51,200.03,200.0,0.030000000000001137,68,60.0,60.0,0.0,30,133.54,72.44,0.6,1280.99,200.0,zd2c72~1
2025-05-29 13:30:55,200.02,200.0,0.020000000000010232,68,59.99,60.0,-0.00999999999999801,32,133.54,67.92,0.6,1284.13,200.0,zd2c72~1
2025-05-29 13:30:59,200.01,200.0,0.009999999999990905,68,60.0,60.0,0.0,29,134.1,61.0,0.8,1288.93,200.0,zd2c72~1
2025-05-29 13:31:13,199.96,200.0,-0.03999999999999204,69,59.99,60.0,-0.00999999999999801,32,,,,,200.0,zd2c72~1
2025-05-29 13:31:17,199.89,200.0,-0.11000000000001364,71,60.01,60.0,0.00999999999999801,29,130.06,158.44,0.8,1315.28,200.0,zd2c72~1
2025-05-29 13:31:20,199.97,200.0,-0.030000000000001137,70,60.0,60.0,0.0,33,126.67,158.44,0.8,1316.66,200.0,zd2c72~1
2025-05-29 13:31:23,199.98,200.0,-0.020000000000010232,70,60.0,60.0,0.0,32,133.54,144.78,0.8,1322.94,200.0,zd2c72~1
2025-05-29 13:31:29,199.99,200.0,-0.009999999999990905,70,59.99,60.0,-0.00999999999999801,33,133.54,137.42,0.8,1332.72,200.0,zd2c72~1
2025-05-29 13:31:36,200.0,200.0,0.0,70,60.0,60.0,0.0,29,133.54,131.77,0.8,1343.81,200.0,zd2c72~1
2025-05-29 13:31:37,200.0,200.0,0.0,70,60.0,60.0,0.0,29,,,,,200.0,zd2c72~1
2025-05-29 13:31:40,199.99,200.0,-0.009999999999990905,70,60.0,60.0,0.0,28,133.54,128.37,0.8,1351.73,200.0,zd2c72~1
2025-05-29 13:31:47,199.98,200.0,-0.020000000000010232,71,60.01,60.0,0.00999999999999801,27,133.54,123.85,0.8,1363.79,200.0,zd2c72~1
2025-05-29 13:31:51,200.0,200.0,0.0,70,60.01,60.0,0.00999999999999801,27,133.54,121.58,0.8,1370.46,200.0,zd2c72~1
2025-05-29 13:31:58,200.0,200.0,0.0,70,59.99,60.0,-0.00999999999999801,33,133.54,118.19,0.8,1381.26,200.0,zd2c72~1
2025-05-29 13:32:05,200.0,200.0,0.0,70,60.0,60.0,0.0,28,89.9,158.44,0.8,1395.07,200.0,zd2c72~1
2025-05-29 13:32:10,199.99,200.0,-0.009999999999990905,70,60.01,60.0,0.00999999999999801,28,,,,,200.0,zd2c72~1
2025-05-29 13:32:15,200.05,200.0,0.05000000000001137,69,60.0,60.0,0.0,31,86.46,157.35,0.8,1412.38,200.0,zd2c72~1
2025-05-29 13:32:23,200.02,200.0,0.020000000000010232,70,60.0,60.0,0.0,30,86.46,153.96,0.8,1425.66,200.0,zd2c72~1
2025-05-29 13:32:29,200.01,200.0,0.009999999999990905,70,60.01,60.0,0.00999999999999801,25,86.46,151.69,0.8,1434.52,200.0,zd2c72~1
2025-05-29 13:32:35,199.98,200.0,-0.020000000000010232,70,60.01,60.0,0.00999999999999801,27,86.46,149.43,0.8,1443.38,200.0,zd2c72~1
2025-05-29 13:32:41,199.96,200.0,-0.03999999999999204,71,60.01,60.0,0.00999999999999801,27,,,,,200.0,zd2c72~1
2025-05-29 13:32:46,200.01,200.0,0.009999999999990905,70,60.02,60.0,0.020000000000003126,23,86.46,144.9,0.8,1461.09,200.0,zd2c72~1
2025-05-29 13:32:52,200.0,200.0,0.0,70,60.0,60.0,0.0,30,86.46,142.64,0.8,1469.95,200.0,zd2c72~1
2025-05-29 13:33:01,200.01,200.0,0.009999999999990905,70,60.01,60.0,0.00999999999999801,25,86.46,139.25,0.8,1483.24,200.0,zd2c72~1
2025-05-29 13:33:09,199.98,200.0,-0.020000000000010232,70,59.98,60.0,-0.020000000000003126,36,86.46,135.85,0.8,1496.53,200.0,zd2c72~1
2025-05-29 13:33:15,199.99,200.0,-0.009999999999990905,70,60.0,60.0,0.0,29,,,,,200.0,zd2c72~1
